uniqid,name,type,staff_com,formed_combined2,stat2,isic1_1,isic1_2,isic2_1,isic2_2,isic3_1,isic3_2,cat1_1,cat1_2,cat_2_1,cat2_2,cat3_1,cat3_2,_merge,citizen_dummy,type_4cat,interestgroup
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1171,Institute of Chartered Accountants in Australia,4,,1928,2,1300,69,,,,,300,303,,,,,3,0,4,1
1173,Institute of Foresters of Australia,4,2,1935,1,100,2,,,,,300,303,,,,,3,0,4,1
1173,Institute of Foresters of Australia,4,2,1935,1,100,2,,,,,300,303,,,,,3,0,4,1
1173,Institute of Foresters of Australia,4,2,1935,1,100,2,,,,,300,303,,,,,3,0,4,1
1173,Institute of Foresters of Australia,4,2,1935,1,100,2,,,,,300,303,,,,,3,0,4,1
1173,Institute of Foresters of Australia,4,2,1935,1,100,2,,,,,300,303,,,,,3,0,4,1
1180,Institute of Patent and Trade Mark Attorneys of Australia,4,2,1918,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1181,Institute of Public Accountants,4,60,1923,8,1300,69,,,,,300,303,,,,,3,0,4,1
1182,Institute of Public Administration Australia,2,2,1935,2,1500,84,,,,,200,204,800,,,,3,0,2,1
1182,Institute of Public Administration Australia,2,2,1935,2,1500,84,,,,,200,204,800,,,,3,0,2,1
1182,Institute of Public Administration Australia,2,2,1935,2,1500,84,,,,,200,204,800,,,,3,0,2,1
1182,Institute of Public Administration Australia,2,2,1935,2,1500,84,,,,,200,204,800,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1185,Insurance Council of Australia,2,27,1975,2,1100,65,,,,,200,204,,,,,3,0,2,1
1186,Intellectual Property Research Institute of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1186,Intellectual Property Research Institute of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1189,Internet Society of Australia,1,,,8,,,,,,,1100,1101,,,,,3,1,1,1
1189,Internet Society of Australia,1,,,8,,,,,,,1100,1101,,,,,3,1,1,1
1189,Internet Society of Australia,1,,,8,,,,,,,1100,1101,,,,,3,1,1,1
1189,Internet Society of Australia,1,,,8,,,,,,,1100,1101,,,,,3,1,1,1
1189,Internet Society of Australia,1,,,8,,,,,,,1100,1101,,,,,3,1,1,1
1198,Isolated Children's Parents Association,1,0,1971,6,,,,,,,600,606,1500,1501,,,3,1,1,1
1198,Isolated Children's Parents Association,1,0,1971,6,,,,,,,600,606,1500,1501,,,3,1,1,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1208,Jobs Australia,2,20,1989,8,1400,78,,,,,200,204,1900,1903,,,3,0,2,1
1213,Knights of the Southern Cross,1,,1919,1,,,,,,,1400,1414,1600,1601,,,3,1,1,1
1213,Knights of the Southern Cross,1,,1919,1,,,,,,,1400,1414,1600,1601,,,3,1,1,1
1213,Knights of the Southern Cross,1,,1919,1,,,,,,,1400,1414,1600,1601,,,3,1,1,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1219,Law Council of Australia,4,24,1933,1,1300,69,,,,,300,303,,,,,3,0,4,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1222,Lebanese Muslim Association,7,3,1961,2,,,,,,,1400,1408,,,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1223,Legacy Australia,7,1,1923,8,,,,,,,1300,1301,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1225,Lesbians,6,0,,2,,,,,,,1700,1701,1900,1903,,,3,1,1,1
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1227,Liberal Democratic Party,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1228,Liberal Party of Australia,,,,,,,,,,,,,,,,,1,999,999,0
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1229,Lifeline Australia,6,45,1963,1,,,,,,,1900,1903,,,,,3,1,1,1
1230,Lighting Council Australia,2,5,2001,1,600,43,,,,,200,204,,,,,3,0,2,1
1230,Lighting Council Australia,2,5,2001,1,600,43,,,,,200,204,,,,,3,0,2,1
1230,Lighting Council Australia,2,5,2001,1,600,43,,,,,200,204,,,,,3,0,2,1
1230,Lighting Council Australia,2,5,2001,1,600,43,,,,,200,204,,,,,3,0,2,1
1230,Lighting Council Australia,2,5,2001,1,600,43,,,,,200,204,,,,,3,0,2,1
1230,Lighting Council Australia,2,5,2001,1,600,43,,,,,200,204,,,,,3,0,2,1
1231,Liquor Merchants Association of Australia,2,9,1897,2,900,56,300,11,,,200,204,,,,,3,0,2,1
1232,Live Performance Australia,2,10,1917,8,1800,90,,,,,200,204,2100,,,,3,0,2,1
1234,Local Government Managers Australia,4,5,1936,8,1500,84,,,,,300,303,800,802,,,3,0,4,1
1238,Macular Degeneration Foundation,7,12,2001,2,,,,,,,1800,1802,,,,,3,1,1,1
1238,Macular Degeneration Foundation,7,12,2001,2,,,,,,,1800,1802,,,,,3,1,1,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1244,Maritime Union of Australia,3,17,1993,2,800,50,,,,,400,,,,,,3,0,3,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1247,Master Builders Australia,2,340,1890,2,600,41,,,,,200,204,,,,,3,0,2,1
1248,Master Fish Merchants' Association of Australia,2,0,,2,100,3,,,,,200,204,500,,,,3,0,2,1
1248,Master Fish Merchants' Association of Australia,2,0,,2,100,3,,,,,200,204,500,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1249,Master Grocers Australia,2,11,1898,8,900,56,700,46,,,200,204,,,,,3,0,2,1
1250,Master Plumbers and Mechanical Services Association of Australia,2,20,1891,8,600,43,,,,,200,204,,,,,3,0,2,1
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1253,Meat and Livestock Australia,,,,,,,,,,,,,,,,,1,999,999,0
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1254,Medecins Sans Frontieres,6,,1994,2,,,,,,,1900,1903,1800,,1100,1114,3,1,1,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1256,"Media, Entertainment and Arts Alliance",3,,1910,2,1000,,1800,,,,400,,2000,2001,2100,2101,3,0,3,1
1258,Medical Association for Prevention of War,1,1,1981,8,,,,,,,1100,1112,,,,,3,1,1,1
1258,Medical Association for Prevention of War,1,1,1981,8,,,,,,,1100,1112,,,,,3,1,1,1
1258,Medical Association for Prevention of War,1,1,1981,8,,,,,,,1100,1112,,,,,3,1,1,1
